timestamp,fatigue_label,left_knee,right_knee,left_hip,right_hip,left_ankle,right_ankle,left_shoulder,right_shoulder,left_elbow,right_elbow
2025-03-23 16:22:45.543252,0.0,173.9626712295149,169.35210434370475,164.3898779063355,178.00068696316643,74.1863916091477,106.23586541471317,60.94617612812056,25.18755157640331,22.283272388028262,60.049559532331735
2025-03-23 16:22:45.686306,0.0,175.03127769969203,172.27209750327154,162.9103834275141,175.6086803396749,74.57132337069358,102.34534038514771,62.67900847490613,22.884685820693324,30.154797056199104,55.01797546605013
2025-03-23 16:22:45.722405,0.0,175.59361290959507,173.58266643041523,161.5279153217622,175.5157421662991,70.66634569505881,100.72152766619817,63.34164198910128,22.303129833219266,32.19569742364177,53.954071022804094
2025-03-23 16:22:45.757232,0.0,172.21702233445407,174.130848251329,160.81323333985756,175.35984313917413,69.13916510070851,96.67767684024643,63.5366668464849,22.142345194563646,32.92922539426509,53.48288083805318
2025-03-23 16:22:45.790771,0.0,170.74694061179247,174.51095235600235,159.74999260821593,175.6925204751088,68.75406915749569,93.21135640161798,63.73332876101533,21.795626326371675,33.1666507995857,52.97031143566068
2025-03-23 16:22:45.825904,0.0,169.62021363517732,174.57117846151507,158.12671717904837,175.98449822469607,67.19158311382436,92.27602373309321,63.92282670825056,21.29388314978696,32.87779036803295,52.625301190535
2025-03-23 16:22:45.861703,0.0,168.3465802322486,174.8126041138606,157.40818384113885,176.00202296560246,66.35852713988173,92.0704382700177,64.28053283920431,20.368248086721525,33.45195713976307,51.85669990580236
2025-03-23 16:22:45.898175,0.0,169.06435734297642,174.9673895872717,156.49500005388757,175.71769923465683,66.24170488025385,91.34259899547922,65.0189678423725,19.289463872801733,32.89473258950993,50.377799907324565
2025-03-23 16:22:45.934135,0.0,170.05187497247388,175.36947054758778,155.6602469029668,174.77694351850405,65.89436167646716,90.8249182952512,65.27473465715322,17.585637183909913,32.870561380985215,47.99435933951351
2025-03-23 16:22:45.969387,0.0,170.03283230859103,176.02642410581376,155.11680992488425,174.71543826769408,67.23906907685088,89.10266006976146,65.47436001327843,17.03727404467904,33.106608780788484,47.91487138073017
2025-03-23 16:22:46.003494,0.0,169.8857008761396,176.15744788688463,154.3151934178256,174.71113286249482,66.89815442785792,89.0289367751979,65.79829246963601,16.916873755667574,33.31016717895776,47.920011146476114
2025-03-23 16:22:46.040319,0.0,168.25070143561592,176.56238306778374,153.83791155972264,174.91056761024402,65.11095858569105,88.67533567163916,65.95362267569826,17.45945468431901,32.957716416048726,49.03386813563737
2025-03-23 16:22:46.075500,0.0,168.44120539575576,176.98029406295078,152.73542105806553,174.77424133784567,64.45834442829552,88.38456851940697,65.4037257048708,17.33142101930631,31.96764327355955,48.50962587116865
